customer_id,customer_name,email,phone,registration_date,customer_segment,country,city,postal_code,lifetime_value
CUST_0029,David Williams,,,2022.02.26,Retail,UK,London,SW1A 1AA,463.45814048235974
CUST_0030,Jane Miller,JANE.MILLER69@GMAIL.COM,5559554740,21-Nov-2021,Retail,UK,Manchester,M1 1AE,4800.2131598321475
CUST_0031,William Martinez,william.martinez57@gmail.com,5556379243,2022-04-25,VIP,UK,London,SW1A 1AA,3429.601603276302
CUST_0032,David Williams,,+1-555-271-3401,09/09/2021,Retail,France,Lyon,69001,9213.305262515292
CUST_0033,Jane Smith,,5558932538,06/08/2023,Wholesale,USA,Chicago,60601,218.8299699995572
CUST_0034,David Jones,,,2023-01-27,Corporate,France,Lyon,69001,5572.8672696116555
CUST_0035,Jessica Rodriguez,JESSICA.RODRIGUEZ89@GMAIL.COM,+1-555-923-6499,05/14/2021,Wholesale,USA,Chicago,60601,7432.569452559597
CUST_0036,  Ashley Rodriguez ,ashley.rodriguez41@gmail.com,555-563-9039,2023.02.20,Retail,USA,New York,10001,4901.678076488009
CUST_0037,Sarah Miller,sarah.miller67@gmail.com,,2023.08.12,Retail,UK,Manchester,M1 1AE,945.4899986109444
CUST_0038,Michael Garcia,michael.garcia46@gmail.com,+1-555-658-5216,2022-05-14,Wholesale,UK,Manchester,M1 1AE,9727.367761276231
CUST_0039,Jessica Garcia,jessica.garcia78@gmail.com,(555) 779-8970,2021.11.20,Corporate,UK,London,SW1A 1AA,5228.30327062337
CUST_0040,Emily Williams,emily.williams69@gmail.com,555-359-6968,09/18/2022,VIP,Germany,Berlin,10115,6180.443818758213
CUST_0041,Robert Smith,robert.smith66@gmail.com,(555) 569-1222,08/14/2023,Retail,UK,London,SW1A 1AA,2442.4368488043224
CUST_0042,José,emily.brown27@gmail.com,555-947-6777,21-Feb-2023,Retail,France,Paris,75001,4886.631042557357
CUST_0043,Michael Brown,,+1-555-408-6467,20-Sep-2022,VIP,Germany,Berlin,10115,4348.579970387386
CUST_0044,  John Martinez ,john.martinez13gmail.com,5556308935,06/28/2022,Corporate,USA,Los Angeles,,841.468835819639
CUST_0045,William Williams,,5552155422,01/23/2023,Corporate,USA,New York,10001,1150.9875001199255
CUST_0046,Jane Garcia,jane.garcia6@gmail.com,(555) 802-9508,06-Oct-2022,Retail,USA,France,10115,8390.977944225868
CUST_0047,John Miller,john.miller31@gmail.com,,16-Jun-2023,Wholesale,USA,Chicago,60601,2474.2175268452434
CUST_0048,David Rodriguez,david.rodriguez5@gmail.com,555-251-7722,02/06/2021,Corporate,France,Paris,75001,2030.0868878364424
CUST_0049,Ashley Smith,ashley.smith25@gmail.com,5559764608,24-Nov-2022,Wholesale,France,Lyon,69001,5098.623367376379
CUST_0050,Ashley Smith,,5557753320,2021-04-10,Retail,UK,London,SW1A 1AA,7710.596600488878
CUST_0051,  Jane Smith ,jane.smith39@gmail.com,,2023.03.17,Retail,France,Lyon,69001,713.2705339319804
CUST_0052,John Johnson,john.johnson28@gmail.com,(555) 131-5003,2021-03-08,Wholesale,France,Lyon,69001,5810.398404418733
CUST_0053,Robert Davis,robert.davis18@gmail.com,(555) 691-8056,03/29/2021,Retail,UK,Manchester,M1 1AE,1280.1833841216762
CUST_0054,  Robert Johnson ,robert.johnson78@gmail.com,5554684380,22-Jan-2021,Retail,USA,Los Angeles,90001,460.9644031736227
CUST_0055,William Jones,,(555) 862-2462,01/09/2021,VIP,USA,Los Angeles,90001,622.1651264059522
CUST_0056,Jessica Williams,jessica.williams28@gmail.com,,01-Aug-2023,Retail,Canada,Toronto,M5H 2N2,8358.22467126357
CUST_0057,  Emily Smith ,emily.smith76@gmail.com,,2023-06-02,Corporate,USA,New York,,1267.9275879178094
CUST_0058,David Miller,david.miller46@gmail.com,5553809927,2023.06.10,Retail,USA,New York,10001,546.9985076816903
CUST_0059,Jane Rodriguez,jane.rodriguez36@gmail.com,5555609632,2021.02.24,Wholesale,France,Paris,75001,4435.208882714832
CUST_0060,  David Martinez ,DAVID.MARTINEZ17@GMAIL.COM,5552795346,06-Dec-2021,VIP,UK,London,SW1A 1AA,8455.535372226046
CUST_0061,Ashley Williams,ashley.williams94gmail.com,,24-May-2023,Retail,Germany,Berlin,10115,2697.842927244089
CUST_0062,Robert Johnson,robert.johnson80@gmail.com,5554397406,2021.04.03,Retail,France,Paris,75001,4274.954913506572
CUST_0063,  William Martinez ,,+1-555-703-7836,2021-11-17,Retail,USA,New York,10001,495.2330723811371
CUST_0064,Jane Jones,jane.jones10@gmail.com,+1-555-382-6067,12-Aug-2023,Retail,USA,New York,10001,4545.877289935271
CUST_0065,Jane Johnson,jane.johnson71@gmail.com,,2023-07-13,Corporate,UK,Manchester,M1 1AE,5818.369498307624
CUST_0066,Jessica Brown,jessica.brown33@gmail.com,+1-555-693-9520,2022-01-01,VIP,Canada,Toronto,M5H 2N2,5751.979832146233
CUST_0067,Ashley Brown,ashley.brown34@gmail.com,(555) 818-6624,2021-07-27,Retail,France,Lyon,69001,3391.024252526215
CUST_0068,David Rodriguez,david.rodriguez49@gmail.com,(555) 954-3014,2023-02-01,Retail,UK,Manchester,M1 1AE,3223.7784885650417
CUST_0069,Emily Garcia,emily.garcia84@gmail.com,(555) 543-8455,2021-06-04,Retail,France,Lyon,69001,1155.5738274723192
CUST_0070,Robert Jones,robert.jones21@gmail.com,(555) 680-6685,08-Sep-2023,Corporate,France,Paris,75001,3731.303374398057
CUST_0071,  Michael Smith ,michael.smith52@gmail.com,(555) 395-2805,2021.08.07,Retail,USA,Chicago,60601,1084.99722184235
CUST_0072,William Davis,WILLIAM.DAVIS59@GMAIL.COM,+1-555-108-9174,11/11/2021,Wholesale,Canada,Toronto,M5H 2N2,7689.299852649311
CUST_0073,Emily Davis,emily.davis11@gmail.com,5558013410,2023-05-11,Wholesale,USA,New York,10001,9666.11554770704
CUST_0074,Sarah Brown,SARAH.BROWN33@GMAIL.COM,(555) 577-3461,03/09/2021,Wholesale,USA,Chicago,60601,9703.737121000398
CUST_0075,John Smith,john.smith87@gmail.com,555-635-5747,01/07/2022,Retail,UK,Manchester,M1 1AE,8664.203883816399
CUST_0076,Jane Johnson,jane.johnson55@gmail.com,,01-Oct-2022,Corporate,USA,Chicago,60601,6047.842278462229
CUST_0077,Ashley Davis,ashley.davis89@gmail.com,+1-555-410-8976,21-Jul-2023,Retail,Canada,Toronto,M5H 2N2,7038.570402714411
CUST_0078,Michael Johnson,,5553952058,20-Nov-2021,Retail,Germany,Berlin,,2923.537446536099
CUST_0079,William Johnson,william.johnson69@gmail.com,555-918-5828,2022-08-21,Corporate,France,Paris,,6344.627159708944
CUST_0080,Jane Jones,jane.jones27@gmail.com,(555) 115-8436,2023-07-16,Corporate,Germany,Berlin,10115,4610.930539454786
CUST_0081,Emily Davis,emily.davis10@gmail.com,5551414560,04/29/2023,Retail,USA,Chicago,60601,4871.971663791632
CUST_0082,David Jones,david.jones81@gmail.com,+1-555-389-3022,2022.04.03,Retail,USA,Los Angeles,90001,7601.987947714064
CUST_0083,Jessica Smith,,5551549001,2022.05.02,Retail,France,Paris,75001,2890.9917204127914
CUST_0084,Jane Williams,jane.williams35@gmail.com,555-413-1083,2021-12-13,Retail,Canada,Toronto,M5H 2N2,3248.592155775747
CUST_0085,John Jones,,5555406771,12/22/2022,Retail,France,Lyon,69001,9253.953732173502
CUST_0086,Sarah Garcia,sarah.garcia90@gmail.com,5557761010,2021.06.29,Retail,USA,Chicago,60601,656.6205190246252
CUST_0087,Robert Johnson,robert.johnson83@gmail.com,555-151-5119,2021.10.24,Retail,UK,Manchester,M1 1AE,4907.779554292069
CUST_0088,Jane Smith,jane.smith25@gmail.com,(555) 241-6737,2021-11-07,Corporate,USA,Los Angeles,90001,9136.72792403783
CUST_0089,John Williams,john.williams92@gmail.com,+1-555-999-5641,14-Apr-2021,Wholesale,France,Paris,,6142.593777399754
CUST_0090,Michael Garcia,michael.garcia48@gmail.com,5559049224,2023.04.02,Wholesale,USA,New York,10001,5509.430034700107
CUST_0091,Sarah Davis,SARAH.DAVIS73@GMAIL.COM,,30-Jul-2022,Retail,USA,Chicago,60601,2572.4673743706167
CUST_0092,Ashley Jones,ashley.jones85@gmail.com,(555) 188-5434,06/13/2021,VIP,Germany,Berlin,10115,3498.4273417380377
CUST_0093,Jane Garcia,jane.garcia83@gmail.com,+1-555-246-4223,2023-07-12,Corporate,UK,Manchester,M1 1AE,8535.27931646646
CUST_0094,  Sarah Williams ,sarah.williams66@gmail.com,(555) 542-2322,2023-06-21,Corporate,France,Paris,75001,5636.259504507736
CUST_0095,Jane Miller,jane.miller78@gmail.com,(555) 397-4585,2021.06.05,Corporate,France,Lyon,69001,5195.947718192121
CUST_0096,Robert Davis,robert.davis21@gmail.com,,17-Jun-2021,VIP,UK,Manchester,M1 1AE,1085.8391640462864
CUST_0097,David Miller,david.miller54@gmail.com,5554635075,02-Mar-2022,Wholesale,UK,Manchester,M1 1AE,258.67874890571886
CUST_0098,Jessica Miller,jessica.miller20@gmail.com,555-931-7328,2021.05.02,Retail,UK,Manchester,M1 1AE,9640.483368001785
CUST_0099,Michael Johnson,michael.johnson41@gmail.com,(555) 532-7539,30-Jun-2022,Wholesale,Canada,Toronto,M5H 2N2,3832.1630561397324
CUST_0100,Michael Smith,MICHAEL.SMITH56@GMAIL.COM,+1-555-200-5280,2023-07-22,Corporate,France,Paris,75001,6071.809314785092
CUST_0101,Michael Johnson,michael.johnson49gmail.com,555-409-6091,2022-09-26,Corporate,France,Lyon,69001,889.1792245541214
CUST_0102,Robert Martinez,robert.martinez4@gmail.com,555-277-8140,02/24/2022,Wholesale,USA,Chicago,60601,6862.831428658161
CUST_0103,Jessica Martinez,jessica.martinez78@gmail.com,(555) 795-6283,2021-06-12,Retail,France,Paris,75001,9332.410416189014
CUST_0104,  Jessica Williams ,JESSICA.WILLIAMS32@GMAIL.COM,(555) 923-3280,07/30/2022,Retail,Germany,Berlin,10115,5799.086004674455
CUST_0105,Ashley Miller,ashley.miller10@gmail.com,,07/20/2022,VIP,USA,Chicago,60601,1348.5416915165647
CUST_0106,Sarah Martinez,sarah.martinez35@gmail.com,+1-555-356-3223,2022-10-06,Wholesale,Canada,Toronto,M5H 2N2,5859.04312198742
CUST_0107,John Williams,john.williams16@gmail.com,(555) 526-4268,2022.04.26,Wholesale,Germany,Berlin,10115,7686.837409736058
CUST_0108,Jessica Davis,,+1-555-408-5997,18-Dec-2022,Retail,USA,New York,10001,4123.523712082784
CUST_0109,Jane Miller,,,2021-10-15,Retail,UK,London,SW1A 1AA,8810.393704620532
CUST_0110,Jessica Smith,,(555) 680-8555,2022.12.08,Corporate,USA,Chicago,60601,6521.961238237908
CUST_0111,Jane Jones,jane.jones71gmail.com,(555) 658-4004,19-May-2023,Wholesale,USA,New York,10001,9002.564291063105
CUST_0112,Sarah Smith,,555-484-8158,15-Jul-2023,Corporate,UK,London,SW1A 1AA,6272.702581348638
CUST_0113,Résumé Buyer,,+1-555-198-3270,2021-09-13,Retail,USA,Chicago,60601,1399.7509228477597
CUST_0114,Ashley Brown,ashley.brown43@gmail.com,,09/27/2023,Wholesale,USA,New York,10001,3165.947939941372
CUST_0115,Sarah Rodriguez,sarah.rodriguez82@gmail.com,(555) 810-6132,04/27/2021,Retail,Germany,Berlin,,2097.769987699324
CUST_0116,William Martinez,william.martinez12@gmail.com,555-615-6858,2022.11.11,Corporate,UK,Manchester,M1 1AE,9097.382327396937
CUST_0117,Jane Miller,jane.miller47@gmail.com,555-579-6803,2023.08.27,Retail,USA,Chicago,60601,7627.960666146078
CUST_0118,Emily Davis,emily.davis43@gmail.com,5555378643,31-May-2021,Retail,Germany,Berlin,10115,6796.34385220906
CUST_0119,Sarah Miller,sarah.miller35@gmail.com,,21-Jul-2023,Wholesale,France,Lyon,69001,3079.5665643530547
CUST_0120,Michael Rodriguez,michael.rodriguez19@gmail.com,+1-555-572-1453,04/01/2022,VIP,USA,Los Angeles,90001,1922.0432432971138
CUST_0121,Ashley Smith,ashley.smith29@gmail.com,(555) 672-1432,2021.04.10,Retail,Germany,Berlin,10115,7588.865771090227
CUST_0122,John Williams,john.williams36@gmail.com,5558857896,13-Feb-2023,Corporate,USA,New York,10001,4794.163664202889
CUST_0123,William Davis,william.davis2gmail.com,5551903303,2021.02.10,Retail,Germany,Berlin,10115,2335.3165662912284
CUST_0124,Jessica Williams,jessica.williams13@gmail.com,+1-555-729-5954,05/19/2021,Retail,France,Paris,75001,6204.557583836224
CUST_0125,Jane Davis,jane.davis49@gmail.com,,2023-06-21,Retail,Canada,Toronto,M5H 2N2,499.30513617067453
CUST_0126,Sarah Brown,sarah.brown29@gmail.com,,01/26/2022,Retail,Germany,Berlin,10115,3329.08551586971
CUST_0127,Sarah Jones,,+1-555-482-3085,04/30/2022,Wholesale,Germany,Berlin,10115,4738.714246452233
CUST_0128,John Rodriguez,john.rodriguez14@gmail.com,5557359900,2022.01.24,Retail,Germany,Berlin,10115,1564.7875076831178
CUST_0129,Emily Rodriguez,emily.rodriguez16@gmail.com,(555) 679-5806,04-May-2022,Retail,USA,Los Angeles,90001,9848.079328149312
CUST_0130,Robert Miller,robert.miller23@gmail.com,+1-555-154-7433,2021.06.24,VIP,USA,Chicago,60601,2170.0639094371813
CUST_0131,Emily Johnson,emily.johnson68@gmail.com,5552287601,02/25/2023,Retail,USA,Los Angeles,,1390.4959874283288
CUST_0132,Jessica Davis,jessica.davis94@gmail.com,(555) 786-1097,2021.01.21,Corporate,France,Paris,75001,2114.9952514802744
CUST_0133,Ashley Davis,ashley.davis40@gmail.com,5555739487,2022-08-24,Retail,USA,Los Angeles,90001,7713.70521828127
CUST_0134,Jane Davis,jane.davis76@gmail.com,5555711890,2022-12-06,Wholesale,UK,London,SW1A 1AA,4312.506026791244
CUST_0135,Jessica Garcia,jessica.garcia63@gmail.com,5551861896,2023-04-18,Retail,UK,Manchester,,5697.617803550126
CUST_0136,Jane Davis,jane.davis13@gmail.com,555-376-2753,07-Jan-2022,Retail,USA,Chicago,60601,307.9906541649714
CUST_0137,John Johnson,john.johnson68@gmail.com,555-441-2595,2023-08-12,Retail,USA,France,,440.86995487581413
CUST_0138,Robert Miller,robert.miller45@gmail.com,5559415760,2022-03-28,Retail,Canada,Toronto,M5H 2N2,4513.67294328746
CUST_0139,John Rodriguez,john.rodriguez90@gmail.com,5556798888,2022-08-22,Retail,UK,Manchester,M1 1AE,8184.886907696073
CUST_0140,William Smith,william.smith74@gmail.com,(555) 807-6428,2022-08-09,Wholesale,UK,London,SW1A 1AA,8863.864899204897
CUST_0141,Jane Martinez,jane.martinez37@gmail.com,(555) 985-1997,07/06/2021,Corporate,USA,New York,10001,958.3950191968381
CUST_0142,Ashley Jones,ashley.jones71@gmail.com,5552249369,2022-04-04,Corporate,Canada,Toronto,,5429.794710800125
CUST_0143,François,william.rodriguez35@gmail.com,5558571868,2023-07-05,Wholesale,USA,Chicago,60601,9140.973894164777
CUST_0144,Emily Davis,emily.davis78@gmail.com,555-818-4359,21-Jan-2021,Retail,France,Lyon,69001,3940.930268539075
CUST_0145,Sarah Garcia,sarah.garcia13@gmail.com,(555) 628-3361,09/21/2023,Retail,USA,Los Angeles,90001,8312.701731140849
CUST_0146,John Brown,john.brown7@gmail.com,5556759115,2022.05.19,Retail,UK,London,SW1A 1AA,1423.5869785544185
CUST_0147,Jessica Garcia,jessica.garcia22@gmail.com,5552394662,08/28/2023,Retail,Germany,Berlin,10115,9360.405447711208
CUST_0148,William Martinez,william.martinez41@gmail.com,(555) 791-3535,2022.11.19,Wholesale,USA,Los Angeles,90001,7539.090843559896
CUST_0149,Ashley Davis,,(555) 408-6093,2022.08.04,Wholesale,France,Paris,75001,9419.210488590326
CUST_0150,Sarah Davis,SARAH.DAVIS50@GMAIL.COM,+1-555-836-1105,12/19/2021,Retail,USA,New York,10001,6798.510612169814
CUST_0151,Jane Johnson,jane.johnson24@gmail.com,555-924-8945,06/26/2023,Retail,UK,Manchester,,3697.6989267943272
CUST_0152,Emily Smith,emily.smith45@gmail.com,5557384288,2021-12-14,Corporate,USA,Los Angeles,90001,9387.993607994753
CUST_0153,Sarah Garcia,sarah.garcia95@gmail.com,5552172100,03/29/2021,Corporate,France,Lyon,69001,2828.111085460867
CUST_0154,David Rodriguez,DAVID.RODRIGUEZ87@GMAIL.COM,5551003507,2023-06-27,Retail,France,Paris,75001,3388.507968411152
CUST_0155,William Garcia,william.garcia69@gmail.com,+1-555-718-2983,2022.01.14,VIP,USA,Los Angeles,90001,7038.003338217229
CUST_0156,Jane Smith,jane.smith71@gmail.com,5556322587,2021-03-12,VIP,France,Paris,,7676.631365301324
CUST_0157,Michael Davis,michael.davis77@gmail.com,(555) 353-4347,2021-07-01,Retail,USA,Chicago,60601,9301.094490106623
CUST_0158,Michael Miller,michael.miller52@gmail.com,+1-555-206-8761,2021-05-19,Retail,USA,New York,10001,2127.543849656474
CUST_0159,Jane Jones,jane.jones62@gmail.com,+1-555-125-9287,2022.10.02,Wholesale,USA,Los Angeles,,8000.180548670317
CUST_0160,Ashley Brown,ASHLEY.BROWN76@GMAIL.COM,(555) 554-7401,11/04/2021,VIP,Germany,Berlin,10115,7411.605928629938
CUST_0161,Emily Johnson,emily.johnson17@gmail.com,(555) 156-2995,11/25/2022,Corporate,Germany,Berlin,10115,731.5661069106189
CUST_0162,Robert Brown,robert.brown34@gmail.com,(555) 407-7628,02/08/2022,Retail,Germany,Berlin,10115,3933.509097981049
CUST_0163,Jessica Brown,jessica.brown2@gmail.com,+1-555-595-4015,2023.07.28,Retail,France,New York,M1 1AE,2899.378024894976
CUST_0164,Sarah Johnson,sarah.johnson88@gmail.com,5559394849,2021.06.03,Wholesale,USA,New York,10001,3114.455201104901
CUST_0165,Robert Smith,robert.smith66@gmail.com,,2021.04.24,Wholesale,France,Paris,75001,9831.174107591538
CUST_0166,Ashley Johnson,ASHLEY.JOHNSON92@GMAIL.COM,+1-555-366-8194,08/16/2023,Retail,USA,New York,10001,6463.496393451286
CUST_0167,Jessica Davis,jessica.davis20@gmail.com,(555) 979-3018,2023-03-21,Corporate,Germany,Berlin,10115,7204.993962155646
CUST_0168,Ashley Rodriguez,ashley.rodriguez85@gmail.com,,11-Sep-2023,Wholesale,France,Paris,75001,9768.514609418591
CUST_0169,Michael Davis,michael.davis17@gmail.com,(555) 751-1354,16-Nov-2022,Corporate,USA,Chicago,60601,3834.297646330623
CUST_0170,John Rodriguez,john.rodriguez19gmail.com,5552893321,2021-07-21,Corporate,UK,London,SW1A 1AA,8038.2176676827785
CUST_0171,John Rodriguez,john.rodriguez49@gmail.com,555-938-4943,12-Sep-2023,Corporate,USA,New York,10001,4401.856536714504
CUST_0172,Robert Martinez,robert.martinez73@gmail.com,,2022-10-12,Retail,UK,Manchester,M1 1AE,8708.383350968299
CUST_0173,Jessica Rodriguez,jessica.rodriguez95gmail.com,(555) 859-9956,2021-11-25,Wholesale,France,Paris,75001,1888.5096589819016
CUST_0174,Michael Martinez,michael.martinez35gmail.com,+1-555-305-8801,2021.10.27,Retail,USA,New York,10001,9482.093152936368
CUST_0175,Michael Williams,michael.williams7@gmail.com,555-591-5751,2022-12-30,Wholesale,USA,Los Angeles,90001,2265.8399132677087
CUST_0176,Jane Miller,jane.miller93@gmail.com,555-396-2638,03/23/2023,Retail,Canada,Toronto,M5H 2N2,3329.5830191112223
CUST_0177,Ashley Martinez,ashley.martinez82@gmail.com,,2023.08.30,Wholesale,France,Lyon,69001,7586.303117657127
CUST_0178,Sarah Rodriguez,sarah.rodriguez48@gmail.com,5554765508,03/17/2023,Retail,USA,Los Angeles,90001,3998.1759014975264
CUST_0179,  Robert Miller ,robert.miller91@gmail.com,,03/27/2021,Retail,France,Lyon,69001,6121.292629987822
CUST_0180,Ashley Brown,ashley.brown32@gmail.com,(555) 814-2758,30-Dec-2021,Retail,UK,Manchester,M1 1AE,4501.277660587342
CUST_0181,David Miller,david.miller87@gmail.com,555-575-7830,09/10/2022,Retail,USA,Chicago,60601,7449.46237718884
CUST_0182,  Sarah Jones ,sarah.jones78@gmail.com,,2023.03.30,Corporate,UK,London,SW1A 1AA,2360.4793984492476
CUST_0183,Jessica Williams,jessica.williams54@gmail.com,+1-555-251-1458,05/22/2022,Corporate,France,Lyon,69001,678.7340736450824
CUST_0184,Michael Miller,michael.miller91@gmail.com,555-390-8488,17-Jan-2021,Wholesale,USA,Los Angeles,90001,3069.3010349833557
CUST_0185,Ashley Rodriguez,ashley.rodriguez59@gmail.com,555-223-7380,09/29/2022,Retail,USA,New York,10001,4795.655782197459
CUST_0186,Résumé Buyer,david.rodriguez24@gmail.com,+1-555-111-5960,02-Jul-2023,Retail,UK,London,SW1A 1AA,1763.398516707518
CUST_0187,  Sarah Rodriguez ,sarah.rodriguez57@gmail.com,,08/28/2022,Retail,USA,Chicago,60601,3612.493167598248
CUST_0188,Emily Brown,,(555) 143-6811,2022.03.04,Retail,France,Lyon,69001,4059.8318811063286
CUST_0189,Emily Martinez,emily.martinez60@gmail.com,(555) 242-8666,06/23/2021,Corporate,France,Lyon,69001,668.1792525139081
CUST_0190,David Garcia,david.garcia65@gmail.com,5558408509,2022.01.09,Retail,UK,Manchester,M1 1AE,5874.741757023625
CUST_0191,Michael Williams,michael.williams37@gmail.com,,22-May-2023,Retail,USA,Chicago,60601,8854.999936915747
CUST_0192,William Rodriguez,william.rodriguez36@gmail.com,555-262-6861,16-Sep-2021,Retail,USA,Los Angeles,90001,1602.254838235219
CUST_0193,Sarah Johnson,sarah.johnson55@gmail.com,+1-555-612-9244,16-Jul-2021,Retail,UK,Manchester,,6018.299332674988
CUST_0194,Sarah Rodriguez,SARAH.RODRIGUEZ67@GMAIL.COM,(555) 315-6715,2022-06-10,Wholesale,Germany,Berlin,10115,6680.918128617378
CUST_0195,Jessica Martinez,jessica.martinez92@gmail.com,,2021-10-14,Wholesale,France,Lyon,69001,4251.413336150955
CUST_0196,Ashley Miller,ashley.miller30@gmail.com,555-499-9405,06/17/2022,Retail,UK,Manchester,,7040.866114906273
CUST_0197,  William Jones ,,(555) 164-3858,07/15/2023,Retail,USA,Chicago,60601,4166.242280561019
CUST_0198,Robert Smith,ROBERT.SMITH82@GMAIL.COM,,07/27/2023,Retail,France,Paris,75001,5095.909150976606
CUST_0199,William Johnson,invalid.email,5554606558,25-Jan-2021,Retail,USA,Los Angeles,90001,172.7951410888271
CUST_0200,  John Miller ,,,17-May-2022,Retail,France,Paris,75001,6948.029129933419
CUST_0201,  Michael Smith ,michael.smith53gmail.com,(555) 385-5963,23-Nov-2021,VIP,Canada,Toronto,M5H 2N2,6647.292521552772
CUST_0202,John Brown,john.brown99@gmail.com,555-503-2117,2023.07.17,Wholesale,UK,London,SW1A 1AA,480.16868553081116
CUST_0203,David Williams,david.williams41@gmail.com,(555) 959-8925,06/20/2021,Wholesale,Germany,Berlin,10115,3745.6760632118176
CUST_0204,José,david.jones12@gmail.com,+1-555-485-8729,02/23/2021,Retail,Germany,Berlin,10115,9792.415223837506
CUST_0205,Michael Smith,michael.smith82@gmail.com,5557203955,27-Oct-2022,Retail,France,Lyon,,4265.291969429306
CUST_0206,François,david.brown11@gmail.com,5556899306,2021.09.02,Wholesale,Germany,Berlin,10115,5069.259510805233
CUST_0207,William Smith,WILLIAM.SMITH10@GMAIL.COM,5558949608,12/19/2022,Wholesale,UK,Manchester,M1 1AE,9108.308565781213
CUST_0208,Sarah Davis,sarah.davis94@gmail.com,5553653120,2021-11-10,Corporate,France,Lyon,,7200.892571070988
CUST_0209,Jane Martinez,jane.martinez31@gmail.com,5558146309,2021.09.27,Retail,USA,Los Angeles,90001,5862.494298129814
CUST_0210,William Brown,william.brown12@gmail.com,,2022-04-05,Wholesale,France,Lyon,69001,7998.266345276618
CUST_0211,William Miller,william.miller22@gmail.com,5556987615,2022-03-20,Retail,France,Paris,75001,8657.226037914135
